"","target","Gender","EngineHP","credit_history","Years_Experience","annual_claims","Marital_Status","Vehical_type","Miles_driven_annually","size_of_family","Age_bucket","credit_history_bucket","State"
"24898",1,"M",121,706,24,0,"Married","Van",10235,2,">40","Good","IN"
"24899",1,"M",397,709,2,3,"Single","Car",10543,2,"18-27","Good","ID"
"24900",1,"M",239,700,2,3,"Married","Car",13107,8,"18-27","Good","NY"
"24901",1,"F",124,672,19,1,"Married","Car",14575,3,">40","Good","NJ"
"24902",1,"M",450,541,4,2,"Married","Car",10574,5,"18-27","Very Poor","NY"
"24903",1,"F",84,710,19,0,"Single","Car",8232,7,"35-40","Good","VA"
"24904",1,"F",113,760,7,1,"Married","Car",22058,4,"18-27","Very Good","ME"
"24905",1,"F",98,797,9,0,"Married","Car",5982,2,"18-27","Very Good","NY"
"24906",0,"M",165,561,1,0,"Married","Van",58566,1,"18-27","Very Poor","NJ"
"24907",1,"F",116,766,24,1,"Single","Car",11162,7,">40","Very Good","OR"
"24908",1,"F",143,726,17,1,"Single","Car",13914,5,">40","Good","NY"
"24909",1,"M",150,705,16,0,"Married","Truck",11155,7,"28-34","Good","DE"
"24910",1,"M",154,688,22,1,"Married","Van",7278,4,">40","Good","NY"
"24911",1,"F",122,745,23,1,"Married","Car",11380,1,">40","Very Good","NJ"
"24912",1,"F",86,736,10,1,"Married","Truck",44905,8,">40","Good","CT"
"24913",0,"F",96,770,10,0,"Single","Car",11626,7,">40","Very Good","TN"
"24914",0,"M",104,577,1,2,"Single","Car",21767,8,"18-27","Very Poor","NJ"
"24915",1,"F",103,795,20,1,"Married","Car",5231,2,">40","Very Good","CT"
"24916",0,"M",367,727,35,0,"Married","Van",12537,6,">40","Good","NY"
"24917",0,"F",297,630,7,1,"Single","Truck",14464,3,"35-40","Fair","NJ"
"24918",1,"M",128,715,12,0,"Married","Van",11541,5,">40","Good","CT"
"24919",0,"M",336,618,1,3,"Single","Car",34454,6,"18-27","Fair","ME"
"24920",1,"M",83,756,12,1,"Married","Truck",14081,3,"35-40","Very Good","MI"
"24921",1,"F",102,759,29,1,"Married","Car",7780,7,">40","Very Good","VT"
"24922",1,"M",135,731,7,3,"Married","Truck",12489,2,"35-40","Good","OR"
"24923",1,"F",663,695,30,0,"Married","Car",23856,4,">40","Good","MD"
"24924",0,"M",133,732,8,0,"Married","Van",87217,4,"18-27","Good","TN"
"24925",0,"M",157,758,20,0,"Married","Utility",7567,3,">40","Very Good","MD"
"24926",1,"F",84,723,11,0,"Single","Car",70296,4,">40","Good","NJ"
"24927",0,"F",343,689,4,1,"Married","Car",33721,1,"18-27","Good","IL"
"24928",1,"F",365,681,11,3,"Single","Truck",14539,8,">40","Good","ID"
"24929",1,"M",129,752,16,0,"Single","Utility",7601,2,">40","Very Good","CT"
"24930",0,"F",294,734,6,2,"Single","Truck",13733,3,"35-40","Good","NY"
"24931",1,"M",200,351,5,2,"Married","Truck",13057,3,"35-40","Very Poor","CT"
"24932",1,"F",676,736,13,3,"Married","Truck",15887,3,">40","Good","CT"
"24933",1,"F",97,673,34,1,"Married","Truck",22524,4,">40","Good","IA"
"24934",0,"M",114,788,16,1,"Married","Truck",5366,5,">40","Very Good","TX"
"24935",1,"M",116,340,1,3,"Single","Car",14755,1,"18-27","Very Poor","NY"
"24936",0,"M",118,728,26,0,"Married","Truck",10739,1,">40","Good","KS"
"24937",1,"F",107,752,12,0,"Married","Car",18459,3,"28-34","Very Good","NY"
"24938",1,"F",383,676,7,2,"Single","Van",11761,8,"35-40","Good","NY"
"24939",1,"F",223,820,6,2,"Single","Truck",23682,3,"35-40","Exceptional","IA"
"24940",1,"M",170,589,4,0,"Single","Car",11715,5,"18-27","Fair","AL"
"24941",1,"F",495,585,2,0,"Married","Car",9239,5,"18-27","Fair","HI"
"24942",1,"F",477,708,7,2,"Single","Utility",11742,7,"35-40","Good","CT"
"24943",1,"M",106,690,18,1,"Married","Truck",12484,7,">40","Good","CT"
"24944",1,"M",145,641,2,3,"Single","Car",24874,5,"18-27","Fair","CT"
"24945",0,"M",434,730,1,3,"Single","Utility",14623,1,"18-27","Good","WV"
"24946",1,"F",119,757,26,0,"Married","Truck",8478,4,">40","Very Good","OR"
"24947",1,"M",105,588,2,2,"Single","Car",16417,4,"18-27","Fair","CT"
"24948",1,"M",106,761,6,1,"Married","Van",8360,5,"18-27","Very Good","OH"
"24949",1,"M",281,610,3,0,"Single","Car",10097,5,"18-27","Fair","NY"
"24950",0,"M",128,724,23,0,"Married","Van",10164,8,">40","Good","OR"
"24951",1,"M",81,787,21,1,"Married","Van",11097,4,">40","Very Good","WV"
"24952",1,"M",303,534,1,2,"Single","Utility",11916,4,"18-27","Very Poor","NY"
"24953",1,"F",129,771,22,1,"Married","Car",14903,3,">40","Very Good","PA"
"24954",1,"F",684,680,32,0,"Single","Car",12175,7,">40","Good","MA"
"24955",0,"M",143,670,1,0,"Married","Van",14584,1,"18-27","Good","OR"
"24956",1,"M",307,678,7,1,"Married","Van",70967,1,"18-27","Good","NY"
"24957",1,"F",507,767,5,1,"Married","Car",7242,1,"18-27","Very Good","SC"
"24958",1,"F",356,726,5,2,"Single","Truck",14232,5,"35-40","Good","NJ"
"24959",1,"M",114,779,14,0,"Married","Truck",13018,3,"35-40","Very Good","NY"
"24960",1,"F",676,779,5,1,"Married","Truck",11814,1,"<18","Very Good","AZ"
"24961",0,"F",120,722,16,2,"Married","Car",14524,7,">40","Good","OR"
"24962",1,"M",343,605,2,2,"Single","Utility",83834,4,"18-27","Fair","OR"
"24963",0,"F",99,308,5,2,"Single","Van",10844,6,"35-40","Very Poor","ND"
"24964",1,"F",499,733,38,1,"Married","Truck",21965,7,">40","Good","FL"
"24965",0,"M",107,737,17,1,"Married","Van",9940,8,">40","Good","ND"
"24966",1,"M",380,670,4,2,"Single","Car",13713,6,"18-27","Good","LA"
"24967",0,"F",129,747,36,1,"Married","Truck",10607,5,">40","Very Good","ME"
"24968",0,"M",106,674,22,0,"Married","Van",7765,8,">40","Good","WI"
"24969",0,"F",382,666,2,1,"Single","Car",13571,2,"<18","Fair","OR"
"24970",1,"F",139,699,14,2,"Married","Car",11295,2,"35-40","Good","IL"
"24971",1,"M",130,683,40,0,"Married","Van",8522,2,">40","Good","NY"
"24972",1,"F",447,707,6,3,"Single","Truck",13230,3,"35-40","Good","WV"
"24973",1,"M",133,804,16,0,"Single","Utility",6469,2,">40","Exceptional","NC"
"24974",1,"F",128,700,25,0,"Married","Car",10680,4,">40","Good","CT"
"24975",0,"M",110,693,13,1,"Married","Van",12213,8,"35-40","Good","CT"
"24976",0,"M",116,672,11,0,"Married","Utility",13097,1,">40","Good","CT"
"24977",0,"F",427,694,16,3,"Married","Truck",21870,7,">40","Good","NJ"
"24978",1,"M",209,712,5,3,"Married","Car",10849,7,"18-27","Good","NJ"
"24979",0,"M",291,589,1,1,"Married","Car",55387,3,"18-27","Fair","NY"
"24980",1,"M",86,791,23,1,"Married","Van",10767,1,">40","Very Good","RI"
"24981",1,"M",105,836,13,4,"Single","Utility",8023,6,"28-34","Exceptional","OR"
"24982",1,"F",356,639,6,2,"Single","Van",17656,1,"35-40","Fair","OR"
"24983",0,"F",106,448,8,3,"Single","Van",14633,1,"35-40","Very Poor","MN"
"24984",1,"F",157,687,17,0,"Married","Truck",5978,3,">40","Good","OR"
"24985",1,"M",86,697,10,0,"Married","Van",27644,5,">40","Good","WV"
"24986",0,"M",154,796,20,0,"Married","Truck",6811,3,"35-40","Very Good","WV"
"24987",0,"M",133,609,5,2,"Single","Car",22909,6,"18-27","Fair","KS"
"24988",1,"F",687,674,38,0,"Single","Car",11795,1,">40","Good","VT"
"24989",0,"M",176,633,14,3,"Married","Truck",14574,2,">40","Fair","NC"
"24990",0,"M",94,764,18,0,"Married","Utility",11270,5,"35-40","Very Good","VA"
"24991",1,"M",383,494,3,2,"Single","Car",21773,7,"18-27","Very Poor","NJ"
"24992",1,"M",299,659,5,0,"Married","Car",13180,4,"18-27","Fair","VT"
"24993",0,"M",116,755,15,0,"Married","Truck",6941,5,">40","Very Good","OR"
"24994",0,"F",665,699,17,0,"Married","Truck",19740,3,">40","Good","MS"
"24995",0,"M",122,687,27,0,"Married","Van",8224,1,">40","Good","NJ"
"24996",1,"M",156,755,14,1,"Married","Utility",9869,1,"28-34","Very Good","WI"
"24997",1,"M",98,839,15,1,"Single","Utility",6109,1,">40","Exceptional","FL"
"24998",0,"M",120,779,35,0,"Married","Van",10279,3,">40","Very Good","CT"
"24999",0,"F",246,521,1,1,"Married","Car",27921,5,"18-27","Very Poor","AK"
"25000",1,"M",96,687,17,1,"Married","Van",5983,1,"35-40","Good","CT"
"25001",0,"F",159,726,13,1,"Married","Truck",6404,3,"35-40","Good","NY"
"25002",1,"F",120,739,13,0,"Married","Truck",10933,4,">40","Good","MN"
"25003",1,"M",112,723,6,3,"Married","Truck",14145,2,"35-40","Good","NJ"
"25004",1,"F",140,780,21,0,"Married","Car",23140,3,">40","Very Good","GA"
"25005",1,"M",142,724,38,0,"Married","Truck",13626,3,">40","Good","TX"
"25006",1,"M",168,589,2,3,"Single","Car",67922,6,"18-27","Fair","SC"
"25007",1,"F",87,683,31,1,"Married","Car",11662,5,">40","Good","NJ"
"25008",0,"M",127,795,13,1,"Married","Van",9713,6,">40","Very Good","NY"
"25009",1,"F",104,677,20,1,"Married","Truck",10955,6,"28-34","Good","CT"
"25010",1,"M",138,683,24,1,"Married","Truck",14583,5,">40","Good","KS"
"25011",1,"F",263,652,7,1,"Single","Truck",14747,2,"35-40","Fair","NJ"
"25012",1,"M",95,748,5,0,"Single","Utility",13841,8,"28-34","Very Good","NJ"
"25013",1,"M",170,613,12,3,"Married","Truck",14762,1,">40","Fair","NY"
"25014",0,"F",322,372,7,2,"Single","Truck",12046,4,"35-40","Very Poor","ID"
"25015",1,"M",148,787,18,1,"Married","Truck",11405,8,"28-34","Very Good","NJ"
"25016",1,"M",128,723,37,0,"Married","Truck",14478,5,">40","Good","CT"
"25017",1,"M",155,746,16,1,"Married","Van",7914,1,">40","Very Good","CT"
"25018",1,"M",120,682,7,0,"Married","Utility",55851,8,"18-27","Good","CT"
"25019",1,"M",173,714,6,2,"Married","Truck",10091,8,"35-40","Good","ME"
"25020",0,"M",133,720,33,0,"Married","Van",12535,4,">40","Good","CT"
"25021",1,"M",86,796,16,0,"Married","Van",9955,8,">40","Very Good","FL"
"25022",1,"M",105,693,5,2,"Married","Truck",14567,5,"35-40","Good","CT"
"25023",0,"M",104,681,11,0,"Married","Truck",12084,2,">40","Good","NY"
"25024",0,"F",110,553,7,3,"Single","Van",12676,7,"35-40","Very Poor","MI"
"25025",1,"M",281,395,2,1,"Married","Car",66258,5,"<18","Very Poor","WV"
"25026",1,"M",138,715,17,1,"Married","Truck",9071,4,"28-34","Good","WV"
"25027",0,"F",95,733,8,1,"Married","Car",91654,1,"18-27","Good","NJ"
"25028",1,"F",143,769,20,0,"Married","Car",21879,6,">40","Very Good","NJ"
"25029",0,"F",121,765,8,1,"Married","Car",10106,3,"18-27","Very Good","CT"
"25030",0,"M",146,777,10,1,"Married","Van",13350,3,">40","Very Good","OR"
"25031",0,"M",147,676,13,1,"Married","Van",14289,1,">40","Good","CT"
"25032",1,"F",496,732,8,1,"Married","Truck",22386,6,"18-27","Good","SC"
"25033",1,"F",89,683,6,0,"Married","Car",9782,1,"18-27","Good","OR"
"25034",1,"M",162,724,6,0,"Married","Car",79754,6,"18-27","Good","NJ"
"25035",1,"M",148,716,4,1,"Single","Utility",5643,5,"18-27","Good","NY"
"25036",1,"F",207,817,5,3,"Single","Truck",17241,1,"35-40","Exceptional","TN"
"25037",1,"M",120,780,20,1,"Married","Van",13351,8,">40","Very Good","OR"
"25038",1,"M",398,661,2,3,"Single","Car",73562,2,"18-27","Fair","CT"
"25039",1,"M",407,656,2,0,"Single","Utility",14601,7,"<18","Fair","NJ"
"25040",0,"F",182,810,6,2,"Single","Van",24922,8,"35-40","Exceptional","NY"
"25041",0,"F",424,688,36,2,"Married","Car",7495,4,">40","Good","NY"
"25042",1,"M",223,627,3,3,"Single","Utility",16048,5,"18-27","Fair","NJ"
"25043",0,"M",192,618,3,0,"Single","Car",10854,2,"18-27","Fair","VT"
"25044",1,"M",121,740,16,1,"Married","Van",12285,5,"28-34","Very Good","NY"
"25045",1,"F",125,691,19,2,"Married","Car",8412,8,">40","Good","OR"
"25046",1,"M",81,696,38,1,"Married","Truck",14561,1,">40","Good","NJ"
"25047",1,"F",483,354,6,2,"Single","Truck",10512,8,"35-40","Very Poor","CA"
"25048",0,"F",122,704,5,3,"Single","Van",10142,5,"35-40","Good","KS"
"25049",1,"F",327,517,1,1,"Married","Truck",77612,5,"18-27","Very Poor","NY"
"25050",1,"M",120,602,5,2,"Married","Truck",24735,5,"35-40","Fair","PA"
"25051",1,"M",131,731,20,1,"Married","Van",8788,1,"35-40","Good","NY"
"25052",1,"F",110,676,15,0,"Single","Car",10475,5,"28-34","Good","WY"
"25053",1,"M",102,765,13,1,"Married","Utility",10984,1,"28-34","Very Good","NV"
"25054",1,"F",132,678,37,0,"Married","Car",9498,3,">40","Good","VT"
"25055",1,"M",103,679,5,3,"Married","Truck",13453,4,"35-40","Good","TN"
"25056",1,"F",443,615,8,3,"Single","Truck",14444,2,"35-40","Fair","OR"
"25057",1,"M",82,777,9,1,"Single","Utility",12865,6,"18-27","Very Good","NJ"
"25058",0,"F",92,752,15,1,"Married","Truck",14557,4,">40","Very Good","NJ"
"25059",0,"M",470,615,1,2,"Single","Car",18359,8,"18-27","Fair","NJ"
"25060",0,"F",101,681,18,0,"Married","Truck",5968,1,">40","Good","VT"
"25061",1,"M",160,793,39,1,"Married","Van",8735,7,">40","Very Good","WV"
"25062",1,"M",102,796,29,1,"Married","Van",5830,6,">40","Very Good","NJ"
"25063",0,"M",176,659,4,0,"Single","Car",10171,1,"18-27","Fair","CT"
"25064",1,"M",466,495,4,1,"Married","Car",14125,7,"18-27","Very Poor","UT"
"25065",1,"M",96,677,17,0,"Married","Truck",5361,6,"35-40","Good","OR"
"25066",0,"M",218,705,5,0,"Married","Utility",94243,1,"18-27","Good","OR"
"25067",1,"M",110,823,34,4,"Single","Utility",8575,2,">40","Exceptional","MN"
"25068",0,"M",123,684,12,0,"Married","Van",25468,4,"28-34","Good","NJ"
"25069",0,"F",374,608,5,2,"Single","Truck",12408,5,"35-40","Fair","NY"
"25070",1,"M",261,597,3,3,"Single","Utility",17431,7,"18-27","Fair","WV"
"25071",1,"M",93,792,24,1,"Single","Utility",5743,8,">40","Very Good","NJ"
"25072",1,"F",157,710,19,1,"Married","Car",10659,8,">40","Good","MT"
"25073",1,"M",138,719,40,1,"Married","Van",12612,7,">40","Good","NY"
"25074",1,"M",139,718,16,0,"Married","Van",9409,3,"35-40","Good","OR"
"25075",1,"M",172,718,5,2,"Married","Truck",13548,6,"35-40","Good","NY"
"25076",1,"M",137,614,5,2,"Married","Truck",20018,4,"35-40","Fair","IN"
"25077",1,"F",82,678,25,0,"Married","Car",22129,4,">40","Good","NJ"
"25078",1,"M",94,780,32,0,"Married","Van",5158,5,">40","Very Good","VT"
"25079",1,"M",118,730,21,0,"Married","Utility",13891,5,">40","Good","AZ"
"25080",0,"F",100,748,17,1,"Married","Car",9686,4,"35-40","Very Good","NY"
"25081",1,"M",128,753,10,1,"Married","Utility",12826,2,"28-34","Very Good","AZ"
"25082",0,"F",351,684,5,2,"Single","Truck",14661,7,"35-40","Good","MI"
"25083",0,"M",135,612,1,2,"Married","Truck",25449,8,">40","Fair","NJ"
"25084",0,"M",97,421,5,3,"Single","Car",12555,4,"18-27","Very Poor","NY"
"25085",1,"M",89,673,31,1,"Married","Van",11943,7,">40","Good","NJ"
"25086",1,"M",252,547,3,2,"Single","Utility",13565,4,"18-27","Very Poor","NY"
"25087",0,"F",129,692,25,2,"Married","Car",14573,2,">40","Good","NY"
"25088",1,"F",247,567,3,0,"Married","Car",78822,5,"<18","Very Poor","RI"
"25089",1,"F",629,734,29,0,"Married","Car",24811,5,">40","Good","NY"
"25090",1,"F",113,755,12,0,"Married","Car",23474,2,">40","Very Good","WV"
"25091",0,"M",348,473,5,1,"Married","Car",21186,2,"18-27","Very Poor","AL"
"25092",0,"F",542,719,9,1,"Married","Car",17025,2,"18-27","Good","NJ"
"25093",1,"M",110,619,1,2,"Single","Car",89343,1,"18-27","Fair","NE"
"25094",1,"F",324,721,6,1,"Married","Truck",35606,4,"18-27","Good","LA"
"25095",0,"M",156,830,24,1,"Single","Utility",10350,6,">40","Exceptional","AL"
"25096",1,"F",159,705,13,1,"Married","Car",11570,7,"28-34","Good","NJ"
"25097",1,"M",107,776,23,0,"Married","Truck",11204,2,">40","Very Good","NM"
"25098",0,"M",162,337,5,3,"Single","Car",10579,3,"18-27","Very Poor","NY"
"25099",0,"F",134,779,9,0,"Married","Car",19695,1,"18-27","Very Good","NJ"
"25100",1,"M",150,604,5,2,"Married","Truck",15581,2,"35-40","Fair","WV"
"25101",1,"F",156,799,27,1,"Married","Truck",12878,5,">40","Very Good","MA"
"25102",1,"M",172,589,5,0,"Single","Car",10201,4,"18-27","Fair","ME"
"25103",0,"F",201,682,8,3,"Single","Truck",12855,8,"35-40","Good","OR"
"25104",1,"M",440,585,4,1,"Single","Utility",10984,7,"18-27","Fair","CT"
"25105",1,"F",459,709,22,1,"Married","Truck",21438,3,">40","Good","NJ"
"25106",1,"M",133,725,38,1,"Married","Van",10045,8,">40","Good","OR"
"25107",1,"M",98,701,11,1,"Married","Van",11566,1,">40","Good","NY"
"25108",0,"F",118,709,17,0,"Married","Car",10346,3,">40","Good","WI"
"25109",1,"M",567,597,1,0,"Married","Utility",6843,6,"<18","Fair","FL"
"25110",1,"M",118,683,19,0,"Married","Van",9218,6,"35-40","Good","LA"
"25111",0,"F",133,675,12,1,"Married","Truck",7037,2,"35-40","Good","TX"
"25112",1,"M",272,666,3,0,"Married","Car",14315,3,"18-27","Fair","IN"
"25113",0,"M",472,584,3,0,"Single","Car",11323,3,"18-27","Fair","RI"
"25114",1,"M",155,717,18,1,"Married","Van",14129,1,">40","Good","CT"
"25115",0,"M",138,779,28,0,"Single","Utility",6640,4,">40","Very Good","WV"
"25116",1,"F",696,701,16,0,"Married","Car",22872,6,">40","Good","WV"
"25117",1,"F",91,781,40,0,"Married","Car",22411,1,">40","Very Good","OR"
"25118",1,"M",90,769,34,1,"Married","Van",13443,4,">40","Very Good","CT"
"25119",1,"F",273,689,5,0,"Married","Car",94370,8,"18-27","Good","NY"
"25120",1,"M",92,700,4,3,"Single","Car",10488,5,"18-27","Good","CT"
"25121",1,"F",460,693,18,0,"Married","Truck",17273,5,"35-40","Good","ID"
"25122",1,"M",158,785,15,1,"Married","Van",12862,4,"28-34","Very Good","PA"
"25123",0,"M",97,682,7,3,"Married","Truck",14825,3,"35-40","Good","CT"
"25124",1,"M",142,709,7,2,"Married","Truck",12310,3,"35-40","Good","OK"
"25125",0,"M",423,689,5,2,"Married","Car",12301,8,"18-27","Good","NY"
"25126",1,"F",110,729,16,1,"Married","Car",10229,5,">40","Good","CT"
"25127",0,"F",111,705,8,1,"Single","Car",94290,6,"28-34","Good","MT"
"25128",1,"M",154,481,5,2,"Single","Car",12065,8,"18-27","Very Poor","LA"
"25129",1,"M",185,707,8,3,"Married","Truck",10603,3,"35-40","Good","TN"
"25130",1,"M",392,510,4,2,"Single","Car",10490,8,"18-27","Very Poor","NJ"
"25131",1,"F",144,784,22,0,"Married","Truck",13793,5,">40","Very Good","IL"
"25132",1,"M",134,701,16,0,"Married","Utility",13470,7,">40","Good","NJ"
"25133",1,"F",111,720,22,0,"Single","Car",14885,8,">40","Good","SD"
"25134",0,"F",151,675,29,0,"Married","Car",5242,1,">40","Good","VT"
"25135",0,"F",346,663,7,0,"Single","Truck",13575,1,"35-40","Fair","OR"
"25136",1,"F",147,721,17,1,"Married","Truck",9812,2,"35-40","Good","WV"
"25137",1,"M",154,629,8,2,"Married","Truck",37469,2,"35-40","Fair","OR"
"25138",1,"F",98,690,24,0,"Married","Car",14497,3,">40","Good","OH"
"25139",1,"F",151,774,14,3,"Married","Truck",8331,7,"35-40","Very Good","NJ"
"25140",1,"F",457,674,2,1,"Married","Truck",18246,2,"<18","Good","OR"
"25141",0,"F",91,716,13,0,"Married","Truck",5223,5,"35-40","Good","WV"
"25142",0,"F",362,720,8,2,"Single","Truck",10949,8,"35-40","Good","NH"
"25143",1,"M",150,614,3,2,"Single","Car",52260,3,"18-27","Fair","WV"
"25144",1,"M",141,740,15,1,"Married","Van",10951,8,">40","Very Good","OR"
"25145",1,"M",132,682,30,0,"Married","Van",9863,2,">40","Good","OR"
"25146",1,"M",102,679,20,1,"Married","Van",6340,6,">40","Good","NJ"
"25147",0,"F",556,706,16,3,"Married","Truck",20647,6,">40","Good","VT"
"25148",1,"M",275,732,2,2,"Married","Car",11373,2,"18-27","Good","NY"
"25149",1,"M",109,725,21,0,"Married","Van",8688,5,">40","Good","NC"
"25150",1,"F",148,741,6,0,"Married","Car",11121,6,"28-34","Very Good","ND"
"25151",0,"M",455,703,3,2,"Married","Car",14029,2,"18-27","Good","MS"
"25152",1,"M",156,780,8,0,"Married","Truck",11337,3,"18-27","Very Good","WV"
"25153",1,"M",124,800,16,1,"Single","Utility",14575,2,"35-40","Exceptional","OR"
"25154",0,"M",91,688,13,1,"Married","Van",8775,6,">40","Good","NY"
"25155",0,"F",342,318,5,2,"Single","Utility",10695,3,"35-40","Very Poor","NY"
"25156",1,"M",105,786,23,1,"Married","Van",8677,4,">40","Very Good","NY"
"25157",0,"M",227,604,5,1,"Married","Car",12427,3,"18-27","Fair","NC"
"25158",1,"M",152,803,10,4,"Single","Utility",12718,7,"18-27","Exceptional","SC"
"25159",1,"M",120,737,3,2,"Single","Car",13023,1,"18-27","Good","NJ"
"25160",1,"M",132,705,19,1,"Married","Van",8087,8,">40","Good","NY"
"25161",0,"F",113,671,1,1,"Married","Car",5276,4,"18-27","Good","LA"
"25162",1,"M",81,788,17,1,"Married","Van",10211,7,">40","Very Good","NY"
"25163",0,"M",345,830,2,2,"Married","Car",12551,5,"18-27","Exceptional","NJ"
"25164",1,"M",103,727,14,1,"Married","Van",8168,8,">40","Good","NJ"
"25165",0,"M",156,766,10,1,"Married","Truck",11400,8,"18-27","Very Good","OR"
"25166",1,"M",186,702,2,3,"Single","Car",11888,7,"18-27","Good","MD"
"25167",1,"F",365,597,5,2,"Single","Truck",12872,8,"35-40","Fair","UT"
"25168",1,"M",130,722,13,0,"Married","Van",10902,6,">40","Good","CA"
"25169",1,"M",221,455,1,3,"Single","Car",13237,7,"18-27","Very Poor","NY"
"25170",0,"F",154,683,17,0,"Married","Car",6994,1,">40","Good","PA"
"25171",1,"M",157,751,15,0,"Married","Van",6308,5,">40","Very Good","WI"
"25172",1,"M",121,776,31,1,"Married","Van",9298,6,">40","Very Good","CT"
"25173",1,"M",111,769,16,0,"Single","Utility",14246,5,"28-34","Very Good","OR"
"25174",1,"M",124,701,17,0,"Married","Truck",6591,1,">40","Good","CA"
"25175",1,"F",328,472,8,3,"Single","Truck",11928,8,"35-40","Very Poor","OR"
"25176",1,"M",124,798,15,0,"Married","Truck",7720,4,"35-40","Very Good","CA"
"25177",1,"M",155,686,11,0,"Married","Van",13479,5,">40","Good","CT"
"25178",1,"M",86,836,24,1,"Single","Utility",6426,8,">40","Exceptional","CT"
"25179",0,"F",489,396,5,3,"Single","Truck",14373,1,"35-40","Very Poor","VA"
"25180",1,"M",181,639,8,0,"Married","Truck",13679,2,"35-40","Fair","VT"
"25181",0,"F",204,301,7,2,"Single","Truck",21280,3,"35-40","Very Poor","WV"
"25182",1,"M",112,795,15,1,"Married","Van",12181,2,">40","Very Good","CT"
"25183",1,"M",281,719,3,3,"Married","Car",10376,3,"18-27","Good","NJ"
"25184",1,"F",431,647,6,3,"Single","Truck",12200,3,"35-40","Fair","VA"
"25185",0,"M",138,695,15,1,"Single","Utility",8513,1,">40","Good","VT"
"25186",0,"F",92,752,15,0,"Married","Car",12589,2,">40","Very Good","VT"
"25187",0,"M",131,791,37,4,"Single","Utility",5787,1,">40","Very Good","AK"
"25188",1,"F",152,781,12,3,"Married","Truck",23562,5,"28-34","Very Good","CO"
"25189",0,"M",142,643,5,2,"Married","Truck",20249,4,"35-40","Fair","MS"
